Country name,Confirmed,Recovered,Deaths,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Regional indicator
Botswana,638752.0,343657.0,2340.0,9.711203575,0.7791217570000001,58.92445374,0.8213281040000001,-0.250394493,0.777930915,1.9723167419999998,Sub-Saharan Africa
Brazil,731645427.0,612952337.0,22956942.0,9.56643486,0.896723807,66.48016357,0.799804807,-0.10181239199999999,0.7706012729999999,1.9723167419999998,Latin America and Caribbean
Bulgaria,6900275.0,2929044.0,202722.0,9.869318962000001,0.937840343,66.80397797,0.745178163,-0.143908441,0.9355851409999999,1.9723167419999998,Central and Eastern Europe
Burkina Faso,371356.0,296940.0,13763.0,7.46854496,0.7129436140000001,53.88945389,0.665563583,-0.019080516000000002,0.739795029,1.9723167419999998,Sub-Saharan Africa
Burundi,81998.0,67880.0,241.0,6.492642403,0.490325719,53.40000153,0.626350224,-0.017551597,0.606934547,1.9723167419999998,Sub-Saharan Africa
Cambodia,55412.0,50240.0,0.0,8.249890327000001,0.773080647,61.52996826,0.9597046379999999,0.051911179,0.8227690459999999,1.9723167419999998,Southeast Asia
Cameroon,3665280.0,3194837.0,78950.0,8.118647575,0.700386405,52.704940799999996,0.7630518079999999,-0.00149645,0.8513365979999999,1.9723167419999998,Sub-Saharan Africa
Canada,36954682.0,28617707.0,2044233.0,10.69236851,0.927176654,73.60160065,0.9339132309999999,0.124770768,0.390843362,1.9723167419999998,North America and ANZ
Central African Republic,846215.0,292648.0,10346.0,6.625160217,0.31945985600000004,45.20000076,0.640880644,0.082410358,0.891806662,1.9723167419999998,Sub-Saharan Africa
Chad,236200.0,199806.0,17380.0,7.467963696,0.632388055,48.22053909,0.587305248,0.017834719,0.8027608390000001,1.9723167419999998,Sub-Saharan Africa
Chile,78759484.0,72158322.0,2049115.0,10.0320549,0.879713595,69.90061951,0.7448962929999999,-0.065668367,0.838239431,1.9723167419999998,Latin America and Caribbean
China,26366342.0,23208478.0,1310533.0,9.688568115,0.798760593,69.2891922,0.898517907,-0.18142575,0.7539710999999999,1.9723167419999998,East Asia
Colombia,122115327.0,101074460.0,3691720.0,9.500369072,0.884440243,67.69958496,0.8361799120000001,-0.161235645,0.86457181,1.9723167419999998,Latin America and Caribbean
Comoros,82336.0,74359.0,1282.0,7.833630085,0.625662446,57.34901047,0.547612607,0.09000840800000001,0.780622602,1.9723167419999998,Sub-Saharan Africa
Congo (Brazzaville),754972.0,476426.0,14240.0,8.536987305,0.6402280929999999,57.92448044,0.7190585140000001,-0.123674095,0.7517790790000001,1.9723167419999998,Sub-Saharan Africa
Congo (Kinshasa),1892449.0,1478712.0,48771.0,6.694256306000001,0.6721590159999999,52.90000153,0.700793564,0.083637655,0.809403598,1.9723167419999998,Sub-Saharan Africa
Costa Rica,11010773.0,6033887.0,130014.0,9.658156395,0.901545942,71.29985046,0.9347389340000001,-0.10242971,0.7863324279999999,1.9723167419999998,Latin America and Caribbean
Croatia,5696132.0,4508553.0,86581.0,10.07087517,0.874623716,70.21490479,0.714838803,-0.128538325,0.916495264,1.9723167419999998,Central and Eastern Europe
Cyprus,615530.0,260122.0,5722.0,10.40570259,0.8059962390000001,73.70222473,0.7798582909999999,0.043731495999999995,0.8562717440000001,1.9723167419999998,Western Europe
Czech Republic,27090658.0,18203029.0,372583.0,10.40416336,0.914430678,70.04793549,0.818537354,-0.230861515,0.85844624,1.9723167419999998,Central and Eastern Europe
Denmark,6351580.0,5059204.0,153441.0,10.77400112,0.955990791,72.40250397,0.9514442679999999,0.06620177599999999,0.168489456,1.9723167419999998,Western Europe
Dominican Republic,17636404.0,12699288.0,327631.0,9.664880753,0.882085383,65.80748749,0.8662027720000001,-0.131263286,0.755999923,1.9723167419999998,Latin America and Caribbean
Ecuador,23712034.0,17739773.0,1756761.0,9.246058463999999,0.836418986,68.50003815,0.8598289490000001,-0.127014965,0.8012151120000001,1.9723167419999998,Latin America and Caribbean
